LOCATION,INDICATOR,TIME,VALUE
GBR,QGDP,1972-Q2,2.643794049
GBR,QGDP,1972-Q3,0.270476751
GBR,QGDP,1972-Q4,1.554122162
GBR,QGDP,1973-Q1,4.964747219
GBR,QGDP,1973-Q2,0.134075038
GBR,QGDP,1973-Q3,-0.944805785
GBR,QGDP,1973-Q4,-0.436401722
GBR,QGDP,1974-Q1,-2.737780016
GBR,QGDP,1974-Q2,1.429145887
GBR,QGDP,1974-Q3,0.623390827
GBR,QGDP,1974-Q4,-1.463229067
GBR,QGDP,1975-Q1,0.060207186
GBR,QGDP,1975-Q2,-1.648500549
GBR,QGDP,1975-Q3,-0.350264333
GBR,QGDP,1975-Q4,1.145875318
GBR,QGDP,1976-Q1,1.653237203
GBR,QGDP,1976-Q2,-0.129451608
GBR,QGDP,1976-Q3,1.272004491
GBR,QGDP,1976-Q4,2.118166659
GBR,QGDP,1977-Q1,0.018535681
GBR,QGDP,1977-Q2,-0.717021427
GBR,QGDP,1977-Q3,0.680867706
GBR,QGDP,1977-Q4,1.703459448
GBR,QGDP,1978-Q1,0.883254195
GBR,QGDP,1978-Q2,1.168508775
GBR,QGDP,1978-Q3,1.377849789
GBR,QGDP,1978-Q4,0.903984664
GBR,QGDP,1979-Q1,-0.355860051
GBR,QGDP,1979-Q2,4.397800474
GBR,QGDP,1979-Q3,-2.232754797
GBR,QGDP,1979-Q4,1.039069334
GBR,QGDP,1980-Q1,-0.952731568
GBR,QGDP,1980-Q2,-1.996903962
GBR,QGDP,1980-Q3,-0.104192715
GBR,QGDP,1980-Q4,-1.092661354
GBR,QGDP,1981-Q1,-0.053992264
GBR,QGDP,1981-Q2,0.226214744
GBR,QGDP,1981-Q3,1.093149289
GBR,QGDP,1981-Q4,0.122461731
GBR,QGDP,1982-Q1,0.178475594
GBR,QGDP,1982-Q2,1.052334322
GBR,QGDP,1982-Q3,0.244521888
GBR,QGDP,1982-Q4,0.696929819
GBR,QGDP,1983-Q1,1.852809341
GBR,QGDP,1983-Q2,0.827410883
GBR,QGDP,1983-Q3,1.08345755
GBR,QGDP,1983-Q4,0.852220362
GBR,QGDP,1984-Q1,0.697636436
GBR,QGDP,1984-Q2,-0.882030369
GBR,QGDP,1984-Q3,0.64091575
GBR,QGDP,1984-Q4,1.960829859
GBR,QGDP,1985-Q1,0.799623349
GBR,QGDP,1985-Q2,2.137637487
GBR,QGDP,1985-Q3,0.091829396
GBR,QGDP,1985-Q4,0.236179275
GBR,QGDP,1986-Q1,1.132900807
GBR,QGDP,1986-Q2,0.741475755
GBR,QGDP,1986-Q3,0.4585683
GBR,QGDP,1986-Q4,1.791063001
GBR,QGDP,1987-Q1,0.939931199
GBR,QGDP,1987-Q2,1.463181038
GBR,QGDP,1987-Q3,2.421152356
GBR,QGDP,1987-Q4,1.11098778
GBR,QGDP,1988-Q1,1.735826963
GBR,QGDP,1988-Q2,0.548027624
GBR,QGDP,1988-Q3,1.484552846
GBR,QGDP,1988-Q4,0.832518866
GBR,QGDP,1989-Q1,0.407737802
GBR,QGDP,1989-Q2,0.626372861
GBR,QGDP,1989-Q3,0.067311473
GBR,QGDP,1989-Q4,0.067894851
GBR,QGDP,1990-Q1,0.648018721
GBR,QGDP,1990-Q2,0.490921234
GBR,QGDP,1990-Q3,-1.059967515
GBR,QGDP,1990-Q4,-0.360665206
GBR,QGDP,1991-Q1,-0.315031078
GBR,QGDP,1991-Q2,-0.148848557
GBR,QGDP,1991-Q3,-0.242120788
GBR,QGDP,1991-Q4,0.151018582
GBR,QGDP,1992-Q1,-0.012037926
GBR,QGDP,1992-Q2,-0.137819162
GBR,QGDP,1992-Q3,0.61390373
GBR,QGDP,1992-Q4,0.66754748
GBR,QGDP,1993-Q1,0.690059139
GBR,QGDP,1993-Q2,0.47472243
GBR,QGDP,1993-Q3,0.784885611
GBR,QGDP,1993-Q4,0.66848534
GBR,QGDP,1994-Q1,1.165132687
GBR,QGDP,1994-Q2,1.142664085
GBR,QGDP,1994-Q3,1.088298627
GBR,QGDP,1994-Q4,0.54227407
GBR,QGDP,1995-Q1,0.368565149
GBR,QGDP,1995-Q2,0.36311861
GBR,QGDP,1995-Q3,0.983747914
GBR,QGDP,1995-Q4,0.231353272
GBR,QGDP,1996-Q1,0.5543116
GBR,QGDP,1996-Q2,0.21065647
GBR,QGDP,1996-Q3,1.102764766
GBR,QGDP,1996-Q4,1.542455669
GBR,QGDP,1997-Q1,1.793340214
GBR,QGDP,1997-Q2,0.845069653
GBR,QGDP,1997-Q3,0.679984498
GBR,QGDP,1997-Q4,1.197077698
GBR,QGDP,1998-Q1,0.688948887
GBR,QGDP,1998-Q2,0.71752196
GBR,QGDP,1998-Q3,0.523815644
GBR,QGDP,1998-Q4,0.730094615
GBR,QGDP,1999-Q1,0.599685003
GBR,QGDP,1999-Q2,0.300501351
GBR,QGDP,1999-Q3,1.596845332
GBR,QGDP,1999-Q4,1.368329551
GBR,QGDP,2000-Q1,0.986406683
GBR,QGDP,2000-Q2,0.64698477
GBR,QGDP,2000-Q3,0.382359938
GBR,QGDP,2000-Q4,0.285860881
GBR,QGDP,2001-Q1,0.855138138
GBR,QGDP,2001-Q2,0.45993671
GBR,QGDP,2001-Q3,0.468170648
GBR,QGDP,2001-Q4,0.225694735
GBR,QGDP,2002-Q1,0.52893754
GBR,QGDP,2002-Q2,0.648963487
GBR,QGDP,2002-Q3,0.701421488
GBR,QGDP,2002-Q4,0.880044436
GBR,QGDP,2003-Q1,0.561056412
GBR,QGDP,2003-Q2,0.763307636
GBR,QGDP,2003-Q3,0.981985845
GBR,QGDP,2003-Q4,0.791027155
GBR,QGDP,2004-Q1,0.446923347
GBR,QGDP,2004-Q2,0.54316137
GBR,QGDP,2004-Q3,0.246693284
GBR,QGDP,2004-Q4,0.348659208
GBR,QGDP,2005-Q1,0.607756489
GBR,QGDP,2005-Q2,0.963318523
GBR,QGDP,2005-Q3,0.882092924
GBR,QGDP,2005-Q4,1.092055496
GBR,QGDP,2006-Q1,0.52996235
GBR,QGDP,2006-Q2,0.345980978
GBR,QGDP,2006-Q3,0.232546297
GBR,QGDP,2006-Q4,0.638018628
GBR,QGDP,2007-Q1,0.783737963
GBR,QGDP,2007-Q2,0.463747548
GBR,QGDP,2007-Q3,0.682438581
GBR,QGDP,2007-Q4,0.385228837
GBR,QGDP,2008-Q1,0.603271437
GBR,QGDP,2008-Q2,-0.45050659
GBR,QGDP,2008-Q3,-1.490218453
GBR,QGDP,2008-Q4,-2.005279354
GBR,QGDP,2009-Q1,-1.802244248
GBR,QGDP,2009-Q2,-0.313933676
GBR,QGDP,2009-Q3,0.063201652
GBR,QGDP,2009-Q4,0.3103824
GBR,QGDP,2010-Q1,0.698471499
GBR,QGDP,2010-Q2,1.133482316
GBR,QGDP,2010-Q3,0.700938054
GBR,QGDP,2010-Q4,0.120686818
GBR,QGDP,2011-Q1,0.46235612
GBR,QGDP,2011-Q2,0.101107568
GBR,QGDP,2011-Q3,0.319361612
GBR,QGDP,2011-Q4,0.127212644
GBR,QGDP,2012-Q1,0.677605433
GBR,QGDP,2012-Q2,-0.05884998
GBR,QGDP,2012-Q3,1.224551575
GBR,QGDP,2012-Q4,-0.246822544
GBR,QGDP,2013-Q1,0.459137577
GBR,QGDP,2013-Q2,0.657147062
GBR,QGDP,2013-Q3,0.767182928
GBR,QGDP,2013-Q4,0.525966842
GBR,QGDP,2014-Q1,0.932765882
GBR,QGDP,2014-Q2,0.806169711
GBR,QGDP,2014-Q3,0.677173328
GBR,QGDP,2014-Q4,0.560482829
GBR,QGDP,2015-Q1,0.644738174
GBR,QGDP,2015-Q2,0.738449044
GBR,QGDP,2015-Q3,0.537252584
GBR,QGDP,2015-Q4,0.679861698
GBR,QGDP,2016-Q1,0.441647198
GBR,QGDP,2016-Q2,0.577337338
GBR,QGDP,2016-Q3,0.445252857
GBR,QGDP,2016-Q4,0.73929692
GBR,QGDP,2017-Q1,0.649836103
GBR,QGDP,2017-Q2,0.310747896
GBR,QGDP,2017-Q3,0.428297394
GBR,QGDP,2017-Q4,0.402869485
GBR,QGDP,2018-Q1,0.236706446
GBR,QGDP,2018-Q2,0.54664776
GBR,QGDP,2018-Q3,0.631727016
GBR,QGDP,2018-Q4,0.335440843
GBR,QGDP,2019-Q1,0.641957711
GBR,QGDP,2019-Q2,0.13273242
GBR,QGDP,2019-Q3,0.45897235
GBR,QGDP,2019-Q4,-0.044750089
GBR,QGDP,2020-Q1,-2.637367304
GBR,QGDP,2020-Q2,-19.44947792
GBR,QGDP,2020-Q3,17.57247971
GBR,QGDP,2020-Q4,1.50247662
GBR,QGDP,2021-Q1,-1.170349138
GBR,QGDP,2021-Q2,5.648425902
GBR,QGDP,2021-Q3,0.988887018
GBR,QGDP,2021-Q4,0.963245341
ITA,QGDP,1970-Q2,0.729986912
ITA,QGDP,1970-Q3,2.006337881
ITA,QGDP,1970-Q4,0.11182118
ITA,QGDP,1971-Q1,-0.523040927
ITA,QGDP,1971-Q2,0.421992045
ITA,QGDP,1971-Q3,1.464775733
ITA,QGDP,1971-Q4,0.56453477
ITA,QGDP,1972-Q1,1.104811466
ITA,QGDP,1972-Q2,-0.045308383
ITA,QGDP,1972-Q3,1.348168499
ITA,QGDP,1972-Q4,0.475253324
ITA,QGDP,1973-Q1,0.901496317
ITA,QGDP,1973-Q2,2.996680537
ITA,QGDP,1973-Q3,3.18178299
ITA,QGDP,1973-Q4,2.442616376
ITA,QGDP,1974-Q1,0.810995874
ITA,QGDP,1974-Q2,0.955063814
ITA,QGDP,1974-Q3,0.16671244
ITA,QGDP,1974-Q4,-2.090374618
ITA,QGDP,1975-Q1,-1.739606011
ITA,QGDP,1975-Q2,-0.051609537
ITA,QGDP,1975-Q3,1.421426377
ITA,QGDP,1975-Q4,1.120331647
ITA,QGDP,1976-Q1,1.761832697
ITA,QGDP,1976-Q2,1.807450363
ITA,QGDP,1976-Q3,2.541459042
ITA,QGDP,1976-Q4,1.734669506
ITA,QGDP,1977-Q1,0.039609619
ITA,QGDP,1977-Q2,-0.55686306
ITA,QGDP,1977-Q3,-0.935347604
ITA,QGDP,1977-Q4,0.856853295
ITA,QGDP,1978-Q1,1.634293921
ITA,QGDP,1978-Q2,1.729759053
ITA,QGDP,1978-Q3,0.526216337
ITA,QGDP,1978-Q4,1.52383092
ITA,QGDP,1979-Q1,1.579975193
ITA,QGDP,1979-Q2,0.727095866
ITA,QGDP,1979-Q3,1.730408441
ITA,QGDP,1979-Q4,2.353893536
ITA,QGDP,1980-Q1,-0.183599872
ITA,QGDP,1980-Q2,0.776049009
ITA,QGDP,1980-Q3,0.083677275
ITA,QGDP,1980-Q4,0.852303473
ITA,QGDP,1981-Q1,-0.570495427
ITA,QGDP,1981-Q2,0.194997387
ITA,QGDP,1981-Q3,0.046310302
ITA,QGDP,1981-Q4,0.811647168
ITA,QGDP,1982-Q1,-0.039523113
ITA,QGDP,1982-Q2,-0.284173742
ITA,QGDP,1982-Q3,-0.053487539
ITA,QGDP,1982-Q4,-0.290768813
ITA,QGDP,1983-Q1,0.279768455
ITA,QGDP,1983-Q2,-0.120408691
ITA,QGDP,1983-Q3,1.862228848
ITA,QGDP,1983-Q4,2.216799557
ITA,QGDP,1984-Q1,-0.196112871
ITA,QGDP,1984-Q2,0.321964637
ITA,QGDP,1984-Q3,1.177467534
ITA,QGDP,1984-Q4,0.01604437
ITA,QGDP,1985-Q1,0.571727581
ITA,QGDP,1985-Q2,1.320883135
ITA,QGDP,1985-Q3,0.801015883
ITA,QGDP,1985-Q4,0.666795973
ITA,QGDP,1986-Q1,0.6231799
ITA,QGDP,1986-Q2,0.646812678
ITA,QGDP,1986-Q3,0.998122617
ITA,QGDP,1986-Q4,0.410590175
ITA,QGDP,1987-Q1,0.40962454
ITA,QGDP,1987-Q2,1.514381795
ITA,QGDP,1987-Q3,0.288641596
ITA,QGDP,1987-Q4,1.075995276
ITA,QGDP,1988-Q1,1.471709696
ITA,QGDP,1988-Q2,0.635269809
ITA,QGDP,1988-Q3,1.313966057
ITA,QGDP,1988-Q4,1.193897196
ITA,QGDP,1989-Q1,0.621204493
ITA,QGDP,1989-Q2,0.432396865
ITA,QGDP,1989-Q3,1.042437027
ITA,QGDP,1989-Q4,1.029139679
ITA,QGDP,1990-Q1,0.398617358
ITA,QGDP,1990-Q2,0.304784304
ITA,QGDP,1990-Q3,0.160344602
ITA,QGDP,1990-Q4,-0.649584431
ITA,QGDP,1991-Q1,1.973555466
ITA,QGDP,1991-Q2,-0.547240957
ITA,QGDP,1991-Q3,0.035820181
ITA,QGDP,1991-Q4,1.173646349
ITA,QGDP,1992-Q1,0.268945671
ITA,QGDP,1992-Q2,-0.057245116
ITA,QGDP,1992-Q3,-0.222055678
ITA,QGDP,1992-Q4,-0.689307199
ITA,QGDP,1993-Q1,-0.13946524
ITA,QGDP,1993-Q2,-0.241254257
ITA,QGDP,1993-Q3,-0.157708891
ITA,QGDP,1993-Q4,0.73313065
ITA,QGDP,1994-Q1,0.761668611
ITA,QGDP,1994-Q2,0.723639097
ITA,QGDP,1994-Q3,0.623469259
ITA,QGDP,1994-Q4,0.938947453
ITA,QGDP,1995-Q1,1.255574938
ITA,QGDP,1995-Q2,0.07015135
ITA,QGDP,1995-Q3,0.444805928
ITA,QGDP,1995-Q4,0.828152898
ITA,QGDP,1996-Q1,0.220015719
ITA,QGDP,1996-Q2,-0.105363425
ITA,QGDP,1996-Q3,0.148144048
ITA,QGDP,1996-Q4,-0.304402667
ITA,QGDP,1997-Q1,0.335582871
ITA,QGDP,1997-Q2,1.327081722
ITA,QGDP,1997-Q3,0.67142846
ITA,QGDP,1997-Q4,1.780133338
ITA,QGDP,1998-Q1,-0.721675503
ITA,QGDP,1998-Q2,0.560939403
ITA,QGDP,1998-Q3,0.159167729
ITA,QGDP,1998-Q4,-0.491645
ITA,QGDP,1999-Q1,0.609564323
ITA,QGDP,1999-Q2,0.357736336
ITA,QGDP,1999-Q3,0.887281301
ITA,QGDP,1999-Q4,1.561980076
ITA,QGDP,2000-Q1,1.021350086
ITA,QGDP,2000-Q2,0.813409884
ITA,QGDP,2000-Q3,0.6135343
ITA,QGDP,2000-Q4,1.444006377
ITA,QGDP,2001-Q1,0.665264133
ITA,QGDP,2001-Q2,-0.394784479
ITA,QGDP,2001-Q3,-0.284756427
ITA,QGDP,2001-Q4,-0.177660911
ITA,QGDP,2002-Q1,0.110900546
ITA,QGDP,2002-Q2,0.409076376
ITA,QGDP,2002-Q3,0.228678201
ITA,QGDP,2002-Q4,0.371460755
ITA,QGDP,2003-Q1,-0.345801554
ITA,QGDP,2003-Q2,-0.159797742
ITA,QGDP,2003-Q3,-0.072138451
ITA,QGDP,2003-Q4,0.935432546
ITA,QGDP,2004-Q1,0.212927831
ITA,QGDP,2004-Q2,0.424250894
ITA,QGDP,2004-Q3,-0.010942477
ITA,QGDP,2004-Q4,0.26025499
ITA,QGDP,2005-Q1,-0.202871017
ITA,QGDP,2005-Q2,0.744629442
ITA,QGDP,2005-Q3,0.624589563
ITA,QGDP,2005-Q4,0.15086591
ITA,QGDP,2006-Q1,0.219302058
ITA,QGDP,2006-Q2,0.674176792
ITA,QGDP,2006-Q3,0.428252758
ITA,QGDP,2006-Q4,1.271537183
ITA,QGDP,2007-Q1,-0.154555957
ITA,QGDP,2007-Q2,0.179574936
ITA,QGDP,2007-Q3,0.225514768
ITA,QGDP,2007-Q4,-0.341557589
ITA,QGDP,2008-Q1,1.115394904
ITA,QGDP,2008-Q2,-0.946149651
ITA,QGDP,2008-Q3,-1.232084951
ITA,QGDP,2008-Q4,-2.62005395
ITA,QGDP,2009-Q1,-2.693743756
ITA,QGDP,2009-Q2,-0.31826115
ITA,QGDP,2009-Q3,0.581847754
ITA,QGDP,2009-Q4,0.324504377
ITA,QGDP,2010-Q1,0.268181138
ITA,QGDP,2010-Q2,0.747525358
ITA,QGDP,2010-Q3,0.478045488
ITA,QGDP,2010-Q4,0.548737105
ITA,QGDP,2011-Q1,0.476721845
ITA,QGDP,2011-Q2,0.044972402
ITA,QGDP,2011-Q3,-0.522658531
ITA,QGDP,2011-Q4,-0.948213761
ITA,QGDP,2012-Q1,-1.085703719
ITA,QGDP,2012-Q2,-0.738444078
ITA,QGDP,2012-Q3,-0.518145832
ITA,QGDP,2012-Q4,-0.752078082
ITA,QGDP,2013-Q1,-0.932763968
ITA,QGDP,2013-Q2,0.01957188
ITA,QGDP,2013-Q3,0.230430244
ITA,QGDP,2013-Q4,-0.22126949
ITA,QGDP,2014-Q1,0.158065957
ITA,QGDP,2014-Q2,-0.031894163
ITA,QGDP,2014-Q3,0.102746085
ITA,QGDP,2014-Q4,-0.268513906
ITA,QGDP,2015-Q1,0.264507832
ITA,QGDP,2015-Q2,0.396262071
ITA,QGDP,2015-Q3,0.240078305
ITA,QGDP,2015-Q4,0.528458231
ITA,QGDP,2016-Q1,0.272584725
ITA,QGDP,2016-Q2,0.2056263
ITA,QGDP,2016-Q3,0.56670361
ITA,QGDP,2016-Q4,0.286547125
ITA,QGDP,2017-Q1,0.549260578
ITA,QGDP,2017-Q2,0.399895852
ITA,QGDP,2017-Q3,0.3818128
ITA,QGDP,2017-Q4,0.536468886
ITA,QGDP,2018-Q1,-0.021414079
ITA,QGDP,2018-Q2,0.019183674
ITA,QGDP,2018-Q3,0.067735175
ITA,QGDP,2018-Q4,0.324769199
ITA,QGDP,2019-Q1,0.0343843
ITA,QGDP,2019-Q2,0.210105556
ITA,QGDP,2019-Q3,0.140509113
ITA,QGDP,2019-Q4,-0.546812459
ITA,QGDP,2020-Q1,-5.831750064
ITA,QGDP,2020-Q2,-12.73008866
ITA,QGDP,2020-Q3,15.79112908
ITA,QGDP,2020-Q4,-1.687509259
ITA,QGDP,2021-Q1,0.320779363
ITA,QGDP,2021-Q2,2.726170904
ITA,QGDP,2021-Q3,2.613138148
ITA,QGDP,2021-Q4,0.612598122
JPN,QGDP,1970-Q2,1.212645697
JPN,QGDP,1970-Q3,2.680797035
JPN,QGDP,1970-Q4,-0.322008363
JPN,QGDP,1971-Q1,0.910971913
JPN,QGDP,1971-Q2,1.613126047
JPN,QGDP,1971-Q3,1.218442597
JPN,QGDP,1971-Q4,0.911049697
JPN,QGDP,1972-Q1,3.258014557
JPN,QGDP,1972-Q2,1.881993872
JPN,QGDP,1972-Q3,2.13452832
JPN,QGDP,1972-Q4,2.515679627
JPN,QGDP,1973-Q1,3.344675477
JPN,QGDP,1973-Q2,0.91447627
JPN,QGDP,1973-Q3,0.291681205
JPN,QGDP,1973-Q4,1.235735789
JPN,QGDP,1974-Q1,-3.435981747
JPN,QGDP,1974-Q2,0.720303476
JPN,QGDP,1974-Q3,1.279660157
JPN,QGDP,1974-Q4,-0.542348904
JPN,QGDP,1975-Q1,0.130852508
JPN,QGDP,1975-Q2,2.220142359
JPN,QGDP,1975-Q3,1.138138264
JPN,QGDP,1975-Q4,1.051509853
JPN,QGDP,1976-Q1,0.847324585
JPN,QGDP,1976-Q2,0.590800499
JPN,QGDP,1976-Q3,1.406011224
JPN,QGDP,1976-Q4,0.118914049
JPN,QGDP,1977-Q1,2.187257002
JPN,QGDP,1977-Q2,0.703787517
JPN,QGDP,1977-Q3,0.681686576
JPN,QGDP,1977-Q4,1.356456852
JPN,QGDP,1978-Q1,1.889184999
JPN,QGDP,1978-Q2,0.972000933
JPN,QGDP,1978-Q3,1.293282486
JPN,QGDP,1978-Q4,1.443061634
JPN,QGDP,1979-Q1,1.495580739
JPN,QGDP,1979-Q2,1.827155452
JPN,QGDP,1979-Q3,0.762663736
JPN,QGDP,1979-Q4,0.434649
JPN,QGDP,1980-Q1,0.38255242
JPN,QGDP,1980-Q2,-0.527155036
JPN,QGDP,1980-Q3,2.239931727
JPN,QGDP,1980-Q4,2.125487999
JPN,QGDP,1981-Q1,0.613078575
JPN,QGDP,1981-Q2,1.223762939
JPN,QGDP,1981-Q3,-0.222416724
JPN,QGDP,1981-Q4,0.729939813
JPN,QGDP,1982-Q1,1.532500574
JPN,QGDP,1982-Q2,0.686562871
JPN,QGDP,1982-Q3,0.437004283
JPN,QGDP,1982-Q4,1.389602027
JPN,QGDP,1983-Q1,0.06306144
JPN,QGDP,1983-Q2,0.751951743
JPN,QGDP,1983-Q3,1.496253621
JPN,QGDP,1983-Q4,0.83312633
JPN,QGDP,1984-Q1,1.15167553
JPN,QGDP,1984-Q2,1.514425641
JPN,QGDP,1984-Q3,1.222067612
JPN,QGDP,1984-Q4,0.172601927
JPN,QGDP,1985-Q1,2.450569896
JPN,QGDP,1985-Q2,2.024950032
JPN,QGDP,1985-Q3,1.308559679
JPN,QGDP,1985-Q4,1.328426309
JPN,QGDP,1986-Q1,0.397646389
JPN,QGDP,1986-Q2,-0.245688838
JPN,QGDP,1986-Q3,0.585787749
JPN,QGDP,1986-Q4,0.788721108
JPN,QGDP,1987-Q1,-0.071725638
JPN,QGDP,1987-Q2,2.0955948
JPN,QGDP,1987-Q3,2.000277551
JPN,QGDP,1987-Q4,2.574799235
JPN,QGDP,1988-Q1,2.387212705
JPN,QGDP,1988-Q2,-0.145997226
JPN,QGDP,1988-Q3,2.230947392
JPN,QGDP,1988-Q4,1.053823715
JPN,QGDP,1989-Q1,2.698039962
JPN,QGDP,1989-Q2,-1.30573169
JPN,QGDP,1989-Q3,1.749678162
JPN,QGDP,1989-Q4,3.098252201
JPN,QGDP,1990-Q1,-0.475764015
JPN,QGDP,1990-Q2,3.153970057
JPN,QGDP,1990-Q3,1.676741547
JPN,QGDP,1990-Q4,-0.189979697
JPN,QGDP,1991-Q1,0.871317214
JPN,QGDP,1991-Q2,1.186411273
JPN,QGDP,1991-Q3,-0.22137912
JPN,QGDP,1991-Q4,0.702333496
JPN,QGDP,1992-Q1,0.031100621
JPN,QGDP,1992-Q2,0.35015406
JPN,QGDP,1992-Q3,0.117664944
JPN,QGDP,1992-Q4,-0.63750149
JPN,QGDP,1993-Q1,1.126858466
JPN,QGDP,1993-Q2,-0.633145863
JPN,QGDP,1993-Q3,-0.717862391
JPN,QGDP,1993-Q4,0.630002484
JPN,QGDP,1994-Q1,0.90080602
JPN,QGDP,1994-Q2,-0.574580654
JPN,QGDP,1994-Q3,1.17216312
JPN,QGDP,1994-Q4,-0.395727674
JPN,QGDP,1995-Q1,1.105891851
JPN,QGDP,1995-Q2,0.920653367
JPN,QGDP,1995-Q3,1.190638738
JPN,QGDP,1995-Q4,0.24916143
JPN,QGDP,1996-Q1,0.812644712
JPN,QGDP,1996-Q2,1.258667375
JPN,QGDP,1996-Q3,0.137356329
JPN,QGDP,1996-Q4,1.125115108
JPN,QGDP,1997-Q1,0.25466799
JPN,QGDP,1997-Q2,-0.764606577
JPN,QGDP,1997-Q3,0.207093488
JPN,QGDP,1997-Q4,0.042159091
JPN,QGDP,1998-Q1,-1.22241273
JPN,QGDP,1998-Q2,-0.442009087
JPN,QGDP,1998-Q3,0.182510954
JPN,QGDP,1998-Q4,0.807391957
JPN,QGDP,1999-Q1,-1.377686974
JPN,QGDP,1999-Q2,0.377698461
JPN,QGDP,1999-Q3,0.532935131
JPN,QGDP,1999-Q4,0.036253723
JPN,QGDP,2000-Q1,1.697860767
JPN,QGDP,2000-Q2,0.473702637
JPN,QGDP,2000-Q3,0.025553216
JPN,QGDP,2000-Q4,0.971893874
JPN,QGDP,2001-Q1,0.742368741
JPN,QGDP,2001-Q2,-0.75053582
JPN,QGDP,2001-Q3,-1.089500701
JPN,QGDP,2001-Q4,-0.34098892
JPN,QGDP,2002-Q1,0.168733714
JPN,QGDP,2002-Q2,0.810317312
JPN,QGDP,2002-Q3,0.314155183
JPN,QGDP,2002-Q4,0.278100263
JPN,QGDP,2003-Q1,0.062481077
JPN,QGDP,2003-Q2,0.68753918
JPN,QGDP,2003-Q3,0.29478826
JPN,QGDP,2003-Q4,1.088073015
JPN,QGDP,2004-Q1,0.734395772
JPN,QGDP,2004-Q2,0.016466284
JPN,QGDP,2004-Q3,0.611643653
JPN,QGDP,2004-Q4,-0.194202492
JPN,QGDP,2005-Q1,0.515142751
JPN,QGDP,2005-Q2,0.78092818
JPN,QGDP,2005-Q3,1.014260746
JPN,QGDP,2005-Q4,0.173084581
JPN,QGDP,2006-Q1,0.153653824
JPN,QGDP,2006-Q2,0.164013317
JPN,QGDP,2006-Q3,-0.19997591
JPN,QGDP,2006-Q4,1.339622116
JPN,QGDP,2007-Q1,0.661949192
JPN,QGDP,2007-Q2,0.046983349
JPN,QGDP,2007-Q3,-0.54251844
JPN,QGDP,2007-Q4,0.423889971
JPN,QGDP,2008-Q1,0.353357092
JPN,QGDP,2008-Q2,-0.567317126
JPN,QGDP,2008-Q3,-1.246661865
JPN,QGDP,2008-Q4,-2.474369691
JPN,QGDP,2009-Q1,-4.808010488
JPN,QGDP,2009-Q2,1.963229732
JPN,QGDP,2009-Q3,-0.04444675
JPN,QGDP,2009-Q4,1.23382874
JPN,QGDP,2010-Q1,1.052701833
JPN,QGDP,2010-Q2,1.20076295
JPN,QGDP,2010-Q3,1.814213184
JPN,QGDP,2010-Q4,-0.816572242
JPN,QGDP,2011-Q1,-1.059534428
JPN,QGDP,2011-Q2,-0.859104907
JPN,QGDP,2011-Q3,2.432176915
JPN,QGDP,2011-Q4,-0.141893299
JPN,QGDP,2012-Q1,1.373454907
JPN,QGDP,2012-Q2,-0.897936171
JPN,QGDP,2012-Q3,-0.373529284
JPN,QGDP,2012-Q4,-0.07352438
JPN,QGDP,2013-Q1,1.374829293
JPN,QGDP,2013-Q2,0.904186503
JPN,QGDP,2013-Q3,0.964297533
JPN,QGDP,2013-Q4,-0.116491054
JPN,QGDP,2014-Q1,0.808302362
JPN,QGDP,2014-Q2,-1.814711845
JPN,QGDP,2014-Q3,0.094366633
JPN,QGDP,2014-Q4,0.474880801
JPN,QGDP,2015-Q1,1.535071604
JPN,QGDP,2015-Q2,0.14385764
JPN,QGDP,2015-Q3,0.090367098
JPN,QGDP,2015-Q4,-0.148106102
JPN,QGDP,2016-Q1,0.722481701
JPN,QGDP,2016-Q2,-0.133825744
JPN,QGDP,2016-Q3,0.176880788
JPN,QGDP,2016-Q4,0.150999159
JPN,QGDP,2017-Q1,0.801916465
JPN,QGDP,2017-Q2,0.427481859
JPN,QGDP,2017-Q3,0.760907856
JPN,QGDP,2017-Q4,0.094031789
JPN,QGDP,2018-Q1,0.13139815
JPN,QGDP,2018-Q2,0.397875379
JPN,QGDP,2018-Q3,-0.72538689
JPN,QGDP,2018-Q4,-0.206611346
JPN,QGDP,2019-Q1,0.479093832
JPN,QGDP,2019-Q2,0.519519855
JPN,QGDP,2019-Q3,0.01264466
JPN,QGDP,2019-Q4,-2.757102038
JPN,QGDP,2020-Q1,0.445943155
JPN,QGDP,2020-Q2,-7.940592892
JPN,QGDP,2020-Q3,5.305350263
JPN,QGDP,2020-Q4,1.834741628
JPN,QGDP,2021-Q1,-0.525160679
JPN,QGDP,2021-Q2,0.589797717
JPN,QGDP,2021-Q3,-0.688898265
JPN,QGDP,2021-Q4,1.321551523
OECD,QGDP,1970-Q2,1.198206356
OECD,QGDP,1970-Q3,1.362340374
OECD,QGDP,1970-Q4,0.070313107
OECD,QGDP,1971-Q1,0.895970395
OECD,QGDP,1971-Q2,1.219311251
OECD,QGDP,1971-Q3,1.341038635
OECD,QGDP,1971-Q4,0.528598381
OECD,QGDP,1972-Q1,1.538976531
OECD,QGDP,1972-Q2,1.798730117
OECD,QGDP,1972-Q3,1.283074159
OECD,QGDP,1972-Q4,1.75769257
OECD,QGDP,1973-Q1,2.332091598
OECD,QGDP,1973-Q2,1.101061694
OECD,QGDP,1973-Q3,0.365929671
OECD,QGDP,1973-Q4,1.134729756
OECD,QGDP,1974-Q1,-0.442628559
