"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","STINT","TOT","PC_PA","A","1985",8.0475,
"USA","STINT","TOT","PC_PA","A","1986",6.518333,
"USA","STINT","TOT","PC_PA","A","1987",6.860833,
"USA","STINT","TOT","PC_PA","A","1988",7.7275,
"USA","STINT","TOT","PC_PA","A","1989",9.085,
"USA","STINT","TOT","PC_PA","A","1990",8.1475,
"USA","STINT","TOT","PC_PA","A","1991",5.835,
"USA","STINT","TOT","PC_PA","A","1992",3.681667,
"USA","STINT","TOT","PC_PA","A","1993",3.174167,
"USA","STINT","TOT","PC_PA","A","1994",4.629167,
"USA","STINT","TOT","PC_PA","A","1995",5.916667,
"USA","STINT","TOT","PC_PA","A","1996",5.39,
"USA","STINT","TOT","PC_PA","A","1997",5.615833,
"USA","STINT","TOT","PC_PA","A","1998",5.466667,
"USA","STINT","TOT","PC_PA","A","1999",5.33,
"USA","STINT","TOT","PC_PA","A","2000",6.455833,
"USA","STINT","TOT","PC_PA","A","2001",3.686667,
"USA","STINT","TOT","PC_PA","A","2002",1.725833,
"USA","STINT","TOT","PC_PA","A","2003",1.150833,
"USA","STINT","TOT","PC_PA","A","2004",1.563333,
"USA","STINT","TOT","PC_PA","A","2005",3.511667,
"USA","STINT","TOT","PC_PA","A","2006",5.153333,
"USA","STINT","TOT","PC_PA","A","2007",5.268333,
"USA","STINT","TOT","PC_PA","A","2008",2.965,
"USA","STINT","TOT","PC_PA","A","2009",0.5558333,
"USA","STINT","TOT","PC_PA","A","2010",0.3116667,
"USA","STINT","TOT","PC_PA","A","2011",0.3033333,
"USA","STINT","TOT","PC_PA","A","2012",0.2825,
"USA","STINT","TOT","PC_PA","A","2013",0.1666667,
"USA","STINT","TOT","PC_PA","A","2014",0.1241667,
"USA","STINT","TOT","PC_PA","A","2015",0.2266667,
"USA","STINT","TOT","PC_PA","A","2016",0.6441666,
"USA","STINT","TOT","PC_PA","A","2017",1.1525,
"USA","STINT","TOT","PC_PA","A","2018",2.188333,
"USA","STINT","TOT","PC_PA","A","2019",2.2075,
"USA","STINT","TOT","PC_PA","A","2020",0.5336364,
"USA","STINT","TOT","PC_PA","A","2021",0.1141667,
"GBR","STINT","TOT","PC_PA","A","1986",10.99677,
"GBR","STINT","TOT","PC_PA","A","1987",9.682077,
"GBR","STINT","TOT","PC_PA","A","1988",10.35268,
"GBR","STINT","TOT","PC_PA","A","1989",13.93177,
"GBR","STINT","TOT","PC_PA","A","1990",14.80897,
"GBR","STINT","TOT","PC_PA","A","1991",11.57342,
"GBR","STINT","TOT","PC_PA","A","1992",9.680578,
"GBR","STINT","TOT","PC_PA","A","1993",5.995641,
"GBR","STINT","TOT","PC_PA","A","1994",5.564841,
"GBR","STINT","TOT","PC_PA","A","1995",6.752587,
"GBR","STINT","TOT","PC_PA","A","1996",6.110596,
"GBR","STINT","TOT","PC_PA","A","1997",6.911723,
"GBR","STINT","TOT","PC_PA","A","1998",7.424256,
"GBR","STINT","TOT","PC_PA","A","1999",5.545774,
"GBR","STINT","TOT","PC_PA","A","2000",6.187457,
"GBR","STINT","TOT","PC_PA","A","2001",5.04343,
"GBR","STINT","TOT","PC_PA","A","2002",4.060289,
"GBR","STINT","TOT","PC_PA","A","2003",3.735161,
"GBR","STINT","TOT","PC_PA","A","2004",4.637821,
